antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO', 'pais_residencia1_COLOMBIA'","'pais_origen_recursos1_Sin Informacion', 'pais_nacim_COLOMBIA'",0,0,0,0.998,8.098,0.107,554.959,0.998
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO', 'pais_residencia1_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_nacim_COLOMBIA'",0,0,0,0.998,8.149,0.107,555.447,0.999
"'cv_MEDIO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'pais_nacim_COLOMBIA'",0,0,0,0.998,8.098,0.107,554.959,0.998
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'","'pais_origen_recursos1_Sin Informacion', 'pais_nacim_COLOMBIA'",0,0,0,0.998,8.098,0.107,554.959,0.998
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Enriquecimiento ilicito de particulares'",'tipologia_Posible Operacion LA',0,1,0,0.998,1.868,0.083,216.342,0.566
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,0.998,1.868,0.079,206.795,0.561
"'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,0.998,1.868,0.079,206.795,0.561
"'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,0.998,1.868,0.079,206.795,0.561
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,0.998,1.988,0.085,220.19,0.599
"'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,0.998,1.988,0.085,220.19,0.599
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'",'tipologia_Posible Operacion LA',0,1,0,0.998,1.868,0.079,205.863,0.56
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,0.998,1.868,0.079,205.863,0.56
"'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,0.998,1.868,0.079,205.863,0.56
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,0.998,1.868,0.079,205.863,0.56
"'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'",'tipologia_Posible Operacion LA',0,1,0,0.998,1.868,0.079,205.863,0.56
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,0.998,1.988,0.085,220.19,0.599
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,0.998,1.868,0.079,205.863,0.56
"'riesgo_pais_origen_de_recursos_MEDIO', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.143,185.724,0.758
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.143,185.724,0.758
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.143,186.732,0.762
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.143,186.589,0.762
"'riesgo_pais_origen_de_recursos_MEDIO', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.142,185.582,0.758
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.142,185.582,0.758
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.461,0.752
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.461,0.752
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.075,0.166,215.769,0.895
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.054,0.165,215.03,0.892
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.461,0.752
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.461,0.752
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.14,182.446,0.757
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.14,182.446,0.757
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.054,0.165,215.03,0.892
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.075,0.166,215.6,0.895
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.319,0.752
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.14,182.303,0.756
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.054,0.165,214.862,0.892
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.319,0.752
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.054,0.165,214.862,0.892
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.14,182.303,0.756
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.319,0.752
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.310,0.139,181.319,0.752
"'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.94,0.74
"'riesgo_pais_origen_de_recursos_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.94,0.74
"'riesgo_pais_origen_de_recursos_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.133,172.874,0.744
"'riesgo_pais_origen_de_recursos_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.798,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.798,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.133,172.731,0.743
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.142,184.38,0.795
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.514,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.514,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.132,172.445,0.743
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.574,0.142,184.904,0.797
"'riesgo_pais_origen_de_recursos_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.132,172.445,0.743
"'riesgo_pais_origen_de_recursos_MEDIO', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.142,184.38,0.795
"'riesgo_pais_origen_de_recursos_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_nacim_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.514,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_nacim_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.132,171.514,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.131,171.372,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.131,171.372,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.131,171.372,0.739
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'riesgo_pais_residencia_MEDIO', 'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.574,0.142,184.751,0.797
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.132,172.302,0.743
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.131,171.372,0.739
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.132,172.302,0.743
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.141,184.227,0.795
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.141,184.227,0.795
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.245,0.735
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.13,169.159,0.739
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.075,0.154,200.056,0.875
"'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,199.37,0.872
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.245,0.735
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,199.37,0.872
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.13,169.159,0.739
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.245,0.735
"'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.245,0.735
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.103,0.735
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,199.202,0.871
"'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.103,0.735
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.103,0.735
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.13,169.016,0.739
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,168.103,0.735
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.13,169.016,0.739
"'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,199.202,0.871
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.075,0.153,199.887,0.874
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_nacim_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.129,168.731,0.738
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_nacim_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.138,180.408,0.79
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_nacim_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'pais_nacim_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,198.865,0.871
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'riesgo_pais_residencia_MEDIO', 'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.574,0.139,180.921,0.792
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'cv_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.328,0.159,206.84,0.906
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.574,0.139,180.921,0.792
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'estado_cli_INACTIVO', 'cv_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.339,0.159,207.125,0.907
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.075,0.153,199.549,0.874
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,198.865,0.871
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'cv_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.328,0.159,206.84,0.906
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,198.865,0.871
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.129,168.731,0.738
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.138,180.408,0.79
"'pais_nacim_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.138,180.408,0.79
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_nacim_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.075,0.153,199.549,0.874
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_origen_de_recursos_MEDIO'",0,0,0,0.997,3.053,0.153,198.865,0.871
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.129,168.731,0.738
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_nacim_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.997,2.309,0.129,167.819,0.734
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'cv_MEDIO'",0,0,0,0.997,2.562,0.138,180.408,0.79
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_nacim_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.997,2.326,0.129,168.731,0.738
