antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",0,0,0,1.0,6.103,0.09,inf,0.937
"'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.084,inf,0.579
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,1.0,1.999,0.096,inf,0.619
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.092,inf,0.591
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'","'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",0,0,0,1.0,6.125,0.09,inf,0.938
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,1.0,1.913,0.092,inf,0.591
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.092,inf,0.591
"'estado_cli_INACTIVO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,6.103,0.09,inf,0.937
"'delito_fuente_Delitos contra el sistema financiero', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,1.0,1.913,0.093,inf,0.592
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.093,inf,0.592
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.092,inf,0.591
"'delito_fuente_Delitos contra el sistema financiero', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.093,inf,0.592
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.096,inf,0.598
"'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'pais_residencia1_COLOMBIA'",0,0,0,1.0,6.125,0.09,inf,0.938
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,4.970,0.086,inf,0.895
"'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,1.0,1.999,0.088,inf,0.607
"'tipologia_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.542,0.062,inf,0.427
"'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.084,inf,0.579
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.542,0.068,inf,0.435
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,1.0,1.913,0.092,inf,0.591
"'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,4.970,0.086,inf,0.895
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,1.0,1.999,0.096,inf,0.619
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,4.970,0.086,inf,0.895
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.085,inf,0.58
"'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,4.970,0.086,inf,0.895
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,1.0,1.999,0.096,inf,0.619
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,4.970,0.086,inf,0.895
"'tipologia_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.542,0.068,inf,0.435
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.913,0.092,inf,0.591
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Enriquecimiento ilicito de particulares'",'tipologia_Posible Operacion LA',0,1,0,0.999,1.911,0.088,448.062,0.585
"'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,0.999,1.911,0.085,429.93,0.58
"'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,0.999,1.911,0.085,429.93,0.58
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'",'tipologia_Posible Operacion LA',0,1,0,0.999,1.911,0.084,426.589,0.579
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,0.999,1.911,0.084,426.589,0.579
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,0.999,1.911,0.084,426.589,0.579
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,0.999,1.997,0.088,446.735,0.606
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,0.999,1.997,0.088,446.735,0.606
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,0.999,1.911,0.084,426.589,0.579
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,0.999,1.541,0.062,314.376,0.426
"'ctrl_terc_EXCLIENTE', 'desc_subcateg_Sin Informacion'",'estado_cli_INACTIVO',0,0,0,0.998,2.352,0.125,316.297,0.734
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'desc_subcateg_Sin Informacion'",'estado_cli_INACTIVO',0,0,0,0.998,2.352,0.124,315.145,0.734
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'desc_subcateg_Sin Informacion'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.998,2.386,0.125,317.628,0.741
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'desc_subcateg_Sin Informacion'",'estado_cli_INACTIVO',0,0,0,0.998,2.352,0.124,314.282,0.733
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA', 'desc_subcateg_Sin Informacion'",'estado_cli_INACTIVO',0,0,0,0.998,2.352,0.124,314.282,0.733
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'desc_subcateg_Sin Informacion'",'estado_cli_INACTIVO',0,0,0,0.998,2.351,0.108,274.853,0.708
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'desc_subcateg_Sin Informacion', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.998,2.351,0.108,273.702,0.708
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'desc_subcateg_Sin Informacion', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.998,2.386,0.109,275.743,0.715
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'desc_subcateg_Sin Informacion', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.998,2.351,0.107,272.838,0.707
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'desc_subcateg_Sin Informacion', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.998,2.351,0.107,272.838,0.707
"'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'pais_residencia1_COLOMBIA'",0,0,0,0.996,6.103,0.137,231.215,1.0
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'riesgo_pais_residencia_MEDIO'","'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",0,0,0,0.996,6.103,0.137,231.215,1.0
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.996,2.346,0.181,131.896,0.84
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.996,2.346,0.181,131.65,0.839
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.996,2.380,0.183,133.051,0.848
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.996,2.346,0.181,131.65,0.839
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'desc_subcateg_Sin Informacion'","'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'",0,0,0,0.995,2.383,0.125,127.53,0.741
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'desc_subcateg_Sin Informacion', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'",0,0,0,0.995,2.382,0.108,110.759,0.714
"'ctrl_terc_EXCLIENTE', 'desc_subcateg_Sin Informacion'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.995,2.378,0.125,106.555,0.74
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.994,2.343,0.138,100.731,0.756
"'riesgo_pais_origen_de_recursos_MEDIO', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,0.994,2.343,0.138,100.402,0.756
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.994,2.377,0.139,101.222,0.763
"'riesgo_pais_origen_de_recursos_MEDIO', 'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.994,2.343,0.137,100.156,0.755
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,0.994,2.343,0.137,100.156,0.755
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO'","'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'",0,0,0,0.994,2.379,0.183,93.405,0.849
"'ctrl_terc_EXCLIENTE', 'desc_subcateg_Sin Informacion', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.994,2.376,0.109,92.593,0.714
"'ctrl_terc_EXCLIENTE', 'egresos_mes_Rango entre 717700.0 y 3163000.0'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'",0,0,0,0.993,2.378,0.069,88.368,0.659
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'egresos_mes_Rango entre 717700.0 y 3163000.0'","'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'",0,0,0,0.993,2.378,0.069,88.368,0.659
"'ctrl_terc_EXCLIENTE', 'egresos_mes_Rango entre 717700.0 y 3163000.0'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.993,2.375,0.069,88.278,0.658
"'ctrl_terc_EXCLIENTE', 'egresos_mes_Rango entre 717700.0 y 3163000.0'",'estado_cli_INACTIVO',0,0,0,0.993,2.341,0.068,87.348,0.651
"'ctrl_terc_EXCLIENTE', 'egresos_mes_Rango entre 717700.0 y 3163000.0', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.993,2.341,0.068,87.348,0.651
"'ctrl_terc_EXCLIENTE', 'egresos_mes_Rango entre 717700.0 y 3163000.0', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,0.993,2.375,0.069,88.278,0.658
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'egresos_mes_Rango entre 717700.0 y 3163000.0'",'estado_cli_INACTIVO',0,0,0,0.993,2.341,0.068,87.348,0.651
"'ctrl_terc_EXCLIENTE', 'egresos_mes_Rango entre 717700.0 y 3163000.0'","'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'",0,0,0,0.993,2.378,0.069,88.368,0.659
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'egresos_mes_Rango entre 717700.0 y 3163000.0', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,0.993,2.341,0.068,87.348,0.651
